employee_id,hire_date,termination_date,department,job_level,termination_reason
EMP2188,07/04/2025,,Marketing,Individual Contributor,
EMP2189,08/07/2021,03/07/2025,Operations,Individual Contributor,Involuntary
EMP2190,03/24/2023,,Marketing,Lead,
EMP2191,09/22/2023,,Marketing,Individual Contributor,
EMP2192,10/11/2020,09/08/2021,Finance,Lead,
EMP2193,11/14/2021,06/24/2022,Finance,Director,Voluntary
EMP2194,10/16/2023,02/24/2024,Sales,Individual Contributor,Involuntary
EMP2195,07/21/2022,09/07/2022,Marketing,Lead,Involuntary
EMP2196,01/01/2022,,Operations,Individual Contributor,
EMP2197,08/14/2021,12/22/2021,Operations,Individual Contributor,Voluntary
EMP2198,03/02/2021,04/18/2021,Product Development,Senior,Involuntary
EMP2199,08/09/2025,,Operations,Senior,
EMP2200,01/17/2022,03/07/2022,Operations,Individual Contributor,Voluntary
EMP2201,08/14/2021,10/04/2021,HR,Individual Contributor,Involuntary
EMP2202,08/05/2023,,Customer Support,Senior,
EMP2203,01/28/2021,12/12/2021,Finance,Individual Contributor,Voluntary
EMP2204,06/26/2024,,Customer Support,Individual Contributor,
EMP2205,02/06/2023,12/28/2023,Marketing,Individual Contributor,Voluntary
EMP2206,06/21/2024,11/02/2024,Finance,Senior,Involuntary
EMP2207,10/16/2021,08/23/2023,HR,Individual Contributor,Involuntary
EMP2208,01/12/2025,05/14/2025,HR,Individual Contributor,Involuntary
EMP2209,06/08/2021,04/13/2022,Customer Support,Individual Contributor,Voluntary
EMP2210,06/07/2022,,Engineering,Senior,
EMP2211,02/25/2021,04/06/2021,Operations,Senior,Involuntary
EMP2212,07/02/2023,11/04/2023,Product Development,Individual Contributor,Involuntary
EMP2213,09/10/2020,08/08/2021,Operations,Senior,Voluntary
EMP2214,09/21/2022,,HR,Individual Contributor,
EMP2215,08/02/2023,03/17/2024,HR,Individual Contributor,Voluntary
EMP2216,11/11/2020,,Sales,Lead,
EMP2217,02/16/2022,,Customer Support,Senior,
EMP2218,08/23/2024,10/06/2024,Sales,Lead,Voluntary
EMP2219,09/05/2023,01/27/2025,Customer Support,Individual Contributor,Voluntary
EMP2220,04/21/2023,,Marketing,Individual Contributor,
EMP2221,02/17/2021,10/11/2023,Finance,Lead,Involuntary
EMP2222,07/13/2025,,Sales,Lead,
EMP2223,09/15/2020,07/25/2023,Marketing,Individual Contributor,Voluntary
EMP2224,01/18/2020,11/25/2022,Finance,Manager,Voluntary
EMP2225,01/09/2023,,Customer Support,Senior,
EMP2226,04/04/2023,11/28/2024,Operations,Individual Contributor,Involuntary
EMP2227,01/08/2021,11/21/2023,Customer Support,Individual Contributor,Layoff
EMP2228,12/11/2024,02/02/2025,Customer Support,Individual Contributor,Voluntary
EMP2229,01/17/2022,03/03/2022,Finance,Senior,Involuntary
EMP2230,03/01/2023,07/30/2023,Engineering,Individual Contributor,Involuntary
EMP2231,07/09/2021,08/22/2021,Finance,Senior,Voluntary
EMP2232,03/05/2021,04/05/2024,Marketing,Senior,Voluntary
EMP2233,08/01/2023,12/09/2023,Customer Support,Individual Contributor,Involuntary
EMP2234,05/06/2022,06/07/2023,Finance,Director,Involuntary
EMP2235,05/10/2021,10/04/2021,Operations,Senior,Voluntary
EMP2236,03/17/2025,,HR,Manager,
EMP2237,02/28/2023,,Marketing,Lead,
EMP2238,01/19/2022,12/07/2022,Marketing,Senior,Layoff
EMP2239,07/14/2020,,Operations,Individual Contributor,
EMP2240,02/24/2020,07/19/2023,Customer Support,Individual Contributor,Voluntary
EMP2241,03/15/2020,08/09/2020,Customer Support,Individual Contributor,
EMP2242,07/25/2024,,Finance,Senior,
EMP2243,03/25/2020,01/26/2025,Customer Support,Lead,Voluntary
EMP2244,03/23/2021,,Marketing,Senior,
EMP2245,04/10/2023,05/14/2023,Marketing,Senior,Involuntary
EMP2246,03/26/2022,05/24/2022,Customer Support,Individual Contributor,Voluntary
EMP2247,02/03/2021,09/27/2022,Product Development,Senior,Involuntary
EMP2248,01/01/2022,02/23/2022,Product Development,Individual Contributor,Involuntary
EMP2249,07/14/2024,05/19/2025,Customer Support,Individual Contributor,Voluntary
EMP2250,01/05/2023,03/02/2025,Finance,Director,Voluntary
EMP2251,02/13/2023,12/18/2023,HR,Lead,Layoff
EMP2252,09/05/2022,07/14/2023,Finance,Individual Contributor,Voluntary
EMP2253,09/27/2022,,Operations,Lead,
EMP2254,10/05/2021,08/09/2022,Operations,Individual Contributor,Voluntary
EMP2255,05/19/2021,07/10/2024,Operations,Individual Contributor,Involuntary
EMP2256,04/20/2024,05/28/2024,Marketing,Individual Contributor,Involuntary
EMP2257,11/23/2020,09/23/2024,Finance,Senior,Layoff
EMP2258,07/09/2020,08/29/2020,Sales,Director,Voluntary
EMP2259,03/20/2022,,Marketing,Lead,
EMP2260,12/03/2025,,Engineering,Individual Contributor,
EMP2261,09/18/2020,,Engineering,Lead,
EMP2262,10/11/2020,02/24/2023,Sales,Individual Contributor,Voluntary
EMP2263,08/22/2022,,Operations,Senior,
EMP2264,05/24/2021,,Customer Support,Individual Contributor,
EMP2265,12/14/2021,,Finance,Lead,
EMP2266,01/04/2021,,Finance,Individual Contributor,
EMP2267,10/03/2022,08/23/2023,Customer Support,Senior,Voluntary
EMP2268,10/14/2022,12/10/2022,Sales,Individual Contributor,Involuntary
EMP2269,06/18/2022,,Finance,Senior,
EMP2270,04/07/2023,11/21/2024,Engineering,Individual Contributor,Voluntary
EMP2271,07/24/2022,,Sales,Senior,
EMP2272,09/17/2021,05/13/2024,Sales,Individual Contributor,Layoff
EMP2273,06/01/2022,07/19/2022,Marketing,Senior,Voluntary
EMP2274,04/09/2023,,Operations,Individual Contributor,
EMP2275,06/05/2021,01/20/2022,Finance,Individual Contributor,Voluntary
EMP2276,04/20/2021,05/28/2021,Finance,Manager,Voluntary
EMP2277,04/27/2021,05/27/2021,Operations,Individual Contributor,
EMP2278,02/26/2023,,Sales,Manager,
EMP2279,08/11/2022,09/27/2024,HR,Lead,Layoff
EMP2280,03/28/2021,11/01/2021,Customer Support,Manager,Voluntary
EMP2281,05/21/2021,01/16/2024,Sales,Manager,Voluntary
EMP2282,10/25/2022,09/18/2023,Sales,Senior,Involuntary
EMP2283,12/01/2023,04/01/2024,Operations,Senior,Involuntary
EMP2284,10/12/2021,,Engineering,Manager,
EMP2285,02/10/2020,,Finance,Director,
EMP2286,07/15/2020,11/20/2023,Product Development,Individual Contributor,Involuntary
EMP2287,07/22/2021,,Operations,Lead,
EMP2288,07/19/2020,12/11/2020,HR,Senior,Involuntary
EMP2289,10/01/2023,05/21/2024,Operations,Senior,Layoff
EMP2290,01/27/2020,09/09/2022,Sales,Individual Contributor,Layoff
EMP2291,05/09/2022,,Customer Support,Senior,
EMP2292,03/20/2025,,Customer Support,Senior,
EMP2293,01/05/2022,05/15/2023,Marketing,Manager,Voluntary
EMP2294,12/15/2025,,HR,Manager,
EMP2295,08/13/2023,01/07/2025,Customer Support,Individual Contributor,Voluntary
EMP2296,07/09/2020,11/27/2020,Product Development,Individual Contributor,
EMP2297,11/08/2024,,Customer Support,Individual Contributor,
EMP2298,03/24/2023,,Operations,Lead,
EMP2299,01/24/2021,,HR,Individual Contributor,
EMP2300,07/25/2022,06/15/2024,Customer Support,Individual Contributor,Voluntary
EMP2301,10/12/2020,11/27/2020,Operations,Individual Contributor,Voluntary
EMP2302,02/06/2020,,HR,Director,
EMP2303,06/16/2023,,Operations,Senior,
EMP2304,03/13/2022,02/09/2024,Engineering,Individual Contributor,Voluntary
EMP2305,02/22/2022,09/25/2022,Operations,Director,Involuntary
EMP2306,07/22/2020,,HR,Individual Contributor,
EMP2307,08/26/2022,,Operations,Individual Contributor,
EMP2308,01/28/2022,09/10/2022,Customer Support,Senior,Layoff
EMP2309,08/05/2022,12/25/2024,Finance,Lead,Voluntary
EMP2310,01/06/2020,02/10/2020,Finance,Individual Contributor,Voluntary
EMP2311,07/28/2022,09/07/2023,Product Development,Individual Contributor,Involuntary
EMP2312,06/27/2022,11/15/2022,Customer Support,Individual Contributor,Involuntary
EMP2313,09/28/2022,07/28/2023,Finance,Lead,Voluntary
EMP2314,01/17/2023,03/03/2025,HR,Senior,Voluntary
EMP2315,09/13/2024,,HR,Manager,
EMP2316,10/24/2020,12/21/2022,Marketing,Director,Voluntary
EMP2317,01/12/2022,,Marketing,Individual Contributor,
EMP2318,12/20/2022,05/15/2023,HR,Senior,Involuntary
EMP2319,07/07/2024,,Marketing,Lead,
EMP2320,01/04/2023,02/28/2023,Sales,Director,Voluntary
EMP2321,02/12/2020,03/13/2020,Operations,Senior,Voluntary
EMP2322,05/27/2023,01/22/2024,HR,Individual Contributor,Voluntary
EMP2323,08/02/2021,03/08/2024,Customer Support,Lead,Voluntary
EMP2324,09/27/2022,,Operations,Individual Contributor,
EMP2325,03/07/2022,04/16/2022,Sales,Senior,Involuntary
EMP2326,08/08/2023,,Marketing,Individual Contributor,
EMP2327,02/25/2023,03/28/2025,Operations,Individual Contributor,Involuntary
EMP2328,11/27/2023,,HR,Individual Contributor,
EMP2329,10/13/2023,,HR,Individual Contributor,
EMP2330,02/02/2023,06/14/2023,HR,Senior,Involuntary
EMP2331,10/19/2020,12/02/2020,Operations,Lead,Voluntary
EMP2332,08/15/2021,09/23/2021,Operations,Senior,Voluntary
EMP2333,11/03/2020,,Customer Support,Lead,
EMP2334,05/26/2021,01/09/2024,Customer Support,Manager,Voluntary
EMP2335,09/27/2022,08/15/2023,Customer Support,Senior,Voluntary
EMP2336,05/09/2022,01/05/2025,Finance,Lead,Voluntary
EMP2337,04/05/2021,05/18/2023,Customer Support,Individual Contributor,Voluntary
EMP2338,08/17/2020,10/06/2020,Operations,Senior,
EMP2339,03/15/2020,02/02/2022,Operations,Individual Contributor,Voluntary
EMP2340,09/17/2023,,Customer Support,Senior,
EMP2341,11/06/2022,09/11/2024,Finance,Manager,Voluntary
EMP2342,04/13/2022,06/08/2024,Finance,Senior,Voluntary
EMP2343,10/05/2020,11/29/2020,Marketing,Individual Contributor,
EMP2344,02/06/2021,03/22/2021,Operations,Manager,
EMP2345,07/19/2021,12/04/2021,Customer Support,Senior,
EMP2346,07/18/2022,11/23/2023,HR,Senior,Voluntary
EMP2347,08/19/2022,03/19/2025,Sales,Senior,Voluntary
EMP2348,09/26/2024,11/16/2024,Finance,Individual Contributor,Voluntary
EMP2349,02/19/2021,04/12/2021,Marketing,Lead,Voluntary
EMP2350,02/16/2022,04/07/2022,Sales,Senior,Involuntary
EMP2351,08/27/2022,04/20/2023,Customer Support,Senior,Voluntary
EMP2352,09/11/2024,,HR,Individual Contributor,
EMP2353,12/12/2021,,Finance,Senior,
EMP2354,10/07/2021,05/25/2022,Marketing,Senior,Voluntary
EMP2355,03/05/2020,04/10/2022,Operations,Individual Contributor,Involuntary
EMP2356,07/13/2022,,HR,Individual Contributor,
EMP2357,03/09/2025,,Engineering,Individual Contributor,
EMP2358,07/27/2023,09/05/2023,Customer Support,Individual Contributor,Voluntary
EMP2359,01/15/2021,,Finance,Individual Contributor,
EMP2360,09/03/2021,01/10/2022,HR,Individual Contributor,Voluntary
EMP2361,08/13/2023,,Customer Support,Lead,
EMP2362,09/25/2023,,Finance,Individual Contributor,
EMP2363,10/26/2025,,Sales,Individual Contributor,
EMP2364,03/16/2020,01/31/2023,Sales,Individual Contributor,Voluntary
EMP2365,07/14/2022,11/18/2024,Engineering,Individual Contributor,Voluntary
EMP2366,04/10/2022,11/28/2022,Marketing,Lead,Voluntary
EMP2367,10/07/2025,,Sales,Individual Contributor,
EMP2368,01/20/2021,,Customer Support,Individual Contributor,
EMP2369,11/25/2021,06/25/2022,Customer Support,Lead,Layoff
EMP2370,08/16/2020,09/28/2020,HR,Individual Contributor,Voluntary
EMP2371,06/24/2021,01/27/2023,Operations,Senior,Layoff
EMP2372,08/24/2023,12/30/2023,Operations,Senior,Involuntary
EMP2373,12/27/2020,02/16/2022,Product Development,Individual Contributor,Voluntary
EMP2374,08/04/2021,,HR,Senior,
EMP2375,11/10/2022,12/20/2022,Operations,Senior,Involuntary
EMP2376,05/09/2022,10/05/2022,Customer Support,Individual Contributor,Voluntary
EMP2377,01/18/2020,09/04/2020,HR,Manager,Layoff
EMP2378,11/13/2020,03/17/2021,Operations,Senior,Involuntary
EMP2379,11/17/2022,,Customer Support,Director,
EMP2380,06/14/2022,,HR,Senior,
EMP2381,03/15/2024,07/18/2024,Customer Support,Individual Contributor,Voluntary
EMP2382,08/17/2021,,Engineering,Individual Contributor,
EMP2383,01/12/2023,,Operations,Individual Contributor,
EMP2384,02/28/2021,04/20/2024,HR,Senior,Voluntary
EMP2385,09/01/2020,,Operations,Individual Contributor,
EMP2386,08/27/2021,,HR,Lead,
EMP2387,04/23/2023,,Customer Support,Manager,
EMP2388,03/09/2021,10/20/2022,Finance,Senior,Voluntary
EMP2389,02/09/2021,06/20/2021,Customer Support,Individual Contributor,Involuntary
EMP2390,02/17/2024,10/09/2024,Customer Support,Individual Contributor,Voluntary
EMP2391,06/20/2025,,Customer Support,Manager,
EMP2392,09/05/2024,,Marketing,Individual Contributor,
EMP2393,10/15/2020,12/12/2022,Customer Support,Individual Contributor,Involuntary
EMP2394,03/26/2020,,Finance,Senior,
EMP2395,05/19/2021,12/31/2021,Sales,Lead,Voluntary
EMP2396,03/15/2025,,Marketing,Senior,
EMP2397,11/10/2021,10/08/2022,HR,Senior,Layoff
EMP2398,08/07/2021,04/01/2022,Marketing,Individual Contributor,Voluntary
EMP2399,09/16/2021,,Marketing,Senior,
EMP2400,02/08/2021,,Operations,Individual Contributor,
EMP2401,06/05/2021,08/01/2024,HR,Senior,Voluntary
EMP2402,07/01/2020,05/23/2021,Product Development,Senior,Voluntary
EMP2403,02/26/2021,03/31/2024,Engineering,Individual Contributor,Voluntary
EMP2404,01/19/2023,,Customer Support,Individual Contributor,
EMP2405,06/07/2021,10/08/2021,Customer Support,Individual Contributor,Involuntary
EMP2406,04/12/2025,,Customer Support,Individual Contributor,
EMP2407,12/24/2022,08/01/2023,Operations,Individual Contributor,Voluntary
EMP2408,08/08/2021,03/27/2024,Sales,Manager,Involuntary
EMP2409,11/19/2020,07/03/2024,Customer Support,Individual Contributor,Involuntary
EMP2410,03/06/2022,01/28/2023,Finance,Manager,Voluntary
EMP2411,03/06/2021,01/28/2022,Marketing,Senior,Voluntary
EMP2412,03/08/2020,04/20/2023,Operations,Individual Contributor,Involuntary
EMP2413,09/22/2020,01/27/2021,Customer Support,Senior,Involuntary
EMP2414,09/26/2023,,Engineering,Individual Contributor,
EMP2415,09/23/2022,,Engineering,Individual Contributor,
EMP2416,05/11/2023,06/29/2023,Customer Support,Senior,Voluntary
EMP2417,10/09/2022,,Engineering,Individual Contributor,
EMP2418,09/15/2022,01/22/2024,Marketing,Manager,Voluntary
EMP2419,10/10/2021,02/26/2022,HR,Individual Contributor,Voluntary
EMP2420,08/07/2021,12/25/2021,Operations,Individual Contributor,Involuntary
EMP2421,01/11/2023,,Finance,Individual Contributor,
EMP2422,05/01/2023,,Marketing,Lead,
EMP2423,04/08/2022,,Marketing,Senior,
EMP2424,03/20/2025,,Finance,Lead,
EMP2425,08/18/2022,03/26/2025,Customer Support,Senior,Voluntary
EMP2426,04/15/2022,03/12/2025,Engineering,Individual Contributor,Voluntary
EMP2427,04/03/2021,11/25/2023,Product Development,Manager,Voluntary
EMP2428,02/16/2020,03/18/2020,HR,Individual Contributor,Involuntary
EMP2429,01/15/2022,02/16/2022,Operations,Lead,Voluntary
EMP2430,07/05/2021,06/02/2022,Product Development,Manager,Layoff
EMP2431,01/01/2023,,Operations,Senior,
EMP2432,02/26/2021,03/30/2021,HR,Lead,
EMP2433,03/14/2020,04/23/2020,Finance,Senior,Layoff
EMP2434,04/11/2021,08/27/2021,Product Development,Individual Contributor,Involuntary
EMP2435,10/08/2020,02/25/2023,Product Development,Individual Contributor,Involuntary
EMP2436,04/09/2021,11/10/2021,Customer Support,Manager,Involuntary
EMP2437,11/20/2023,,Operations,Senior,
EMP2438,09/23/2021,,Marketing,Senior,
EMP2439,03/03/2024,,Sales,Senior,
EMP2440,05/02/2023,,Finance,Lead,
EMP2441,10/01/2022,11/11/2022,Customer Support,Senior,Voluntary
EMP2442,02/03/2022,06/27/2023,Product Development,Individual Contributor,Voluntary
EMP2443,09/23/2021,05/15/2022,Finance,Senior,Voluntary
EMP2444,12/11/2022,01/17/2025,HR,Individual Contributor,Involuntary
EMP2445,11/12/2025,,Marketing,Manager,
EMP2446,02/27/2021,01/21/2022,Marketing,Senior,Layoff
EMP2447,11/27/2021,04/23/2022,Product Development,Senior,Voluntary
EMP2448,03/24/2021,02/04/2023,Marketing,Individual Contributor,Voluntary
EMP2449,03/23/2022,05/08/2022,Product Development,Individual Contributor,Voluntary
EMP2450,03/07/2023,07/10/2023,Sales,Individual Contributor,Voluntary
EMP2451,10/16/2024,03/02/2025,Marketing,Individual Contributor,Voluntary
EMP2452,01/25/2023,05/25/2025,Customer Support,Individual Contributor,Involuntary
EMP2453,01/04/2025,,Operations,Lead,
EMP2454,09/11/2023,,Operations,Individual Contributor,
EMP2455,08/22/2020,,Operations,Senior,
EMP2456,01/27/2020,,Engineering,Lead,
EMP2457,11/19/2021,06/29/2023,HR,Senior,Voluntary
EMP2458,09/15/2023,11/02/2023,Customer Support,Individual Contributor,Voluntary
EMP2459,07/13/2021,09/07/2021,Finance,Lead,
EMP2460,04/28/2023,,Engineering,Lead,
EMP2461,06/03/2023,07/13/2023,Marketing,Manager,Involuntary
EMP2462,12/03/2023,,Marketing,Individual Contributor,
EMP2463,12/07/2021,01/15/2024,Engineering,Manager,Involuntary
EMP2464,02/28/2022,04/17/2022,Operations,Lead,Voluntary
EMP2465,02/09/2021,03/12/2024,Customer Support,Senior,Voluntary
EMP2466,09/24/2022,10/29/2022,Product Development,Lead,Voluntary
EMP2467,09/20/2022,05/10/2024,Customer Support,Individual Contributor,Voluntary
EMP2468,08/04/2021,12/10/2021,HR,Individual Contributor,
EMP2469,08/03/2022,12/26/2022,Product Development,Individual Contributor,Voluntary
EMP2470,07/13/2023,,Operations,Individual Contributor,
EMP2471,09/20/2020,11/14/2020,HR,Lead,Voluntary
EMP2472,04/26/2023,,Engineering,Lead,
EMP2473,02/17/2020,04/07/2022,Operations,Individual Contributor,Voluntary
EMP2474,03/18/2020,02/08/2021,Customer Support,Lead,Layoff
EMP2475,12/27/2023,,Finance,Individual Contributor,
EMP2476,09/02/2021,07/04/2023,Customer Support,Lead,Layoff
EMP2477,09/02/2023,10/25/2023,Customer Support,Individual Contributor,Voluntary
EMP2478,12/03/2023,01/03/2024,Customer Support,Senior,Involuntary
EMP2479,04/17/2023,,HR,Director,
EMP2480,03/13/2021,11/03/2022,HR,Lead,Involuntary
EMP2481,01/14/2021,02/23/2021,Operations,Individual Contributor,Voluntary
EMP2482,03/10/2021,08/06/2024,Sales,Individual Contributor,Voluntary
EMP2483,07/12/2021,,Marketing,Lead,
EMP2484,11/19/2021,12/19/2021,Product Development,Lead,Involuntary
EMP2485,12/09/2021,,Marketing,Individual Contributor,
EMP2486,09/12/2022,,Customer Support,Individual Contributor,
EMP2487,07/19/2021,02/22/2022,HR,Lead,Voluntary
EMP2488,03/13/2023,05/11/2023,Operations,Individual Contributor,Voluntary
EMP2489,06/05/2022,10/20/2022,Marketing,Individual Contributor,Involuntary
EMP2490,02/01/2024,03/23/2024,Marketing,Manager,Voluntary
EMP2491,03/03/2021,04/28/2021,Operations,Senior,Voluntary
EMP2492,04/25/2023,08/25/2024,Marketing,Individual Contributor,Voluntary
EMP2493,03/13/2025,,Operations,Lead,
EMP2494,01/20/2022,09/06/2022,Marketing,Director,Voluntary
EMP2495,06/06/2021,07/19/2022,HR,Senior,Involuntary
EMP2496,02/26/2024,,Sales,Individual Contributor,
EMP2497,03/09/2021,10/24/2023,HR,Lead,Involuntary
EMP2498,05/01/2021,06/08/2021,HR,Individual Contributor,Voluntary
EMP2499,02/28/2022,10/07/2024,Customer Support,Individual Contributor,Voluntary
EMP2500,08/16/2022,,Marketing,Director,
